movieId,title_cast,director,runtime,budget,plot_keywords
89759,Payman Maadi|Leila Hatami|Sareh Bayat|Shahab Hosseini|Sarina Farhadi|Merila Zare'i|Ali-Asghar Shahbazi|Babak Karimi|Kimia Hosseini|Shirin Yazdanbakhsh|Sohibanoo Zolqadr|Mohammadhasan Asghari|Shirin Azimiyannezhad|Hamid Dadju|Mohammad Ebrahimian,Asghar Farhadi,123.0,"$500,000",divorce|alzheimer's disease|marital problem|court
89761,Keira Knightley|Viggo Mortensen|Michael Fassbender|Vincent Cassel|Sarah Gadon|André Hennicke|Arndt Schwering-Sohnrey|Mignon Remé|Mareike Carrière|Franziska Arndt|Wladimir Matuchin|André Dietz|Anna Thalbach|Sarah Marecek|Bjorn Geske,Christopher Hampton,99.0,"EUR15,000,000",dream interpretation|1900s|spanking a woman|erotic bondage
89763,,,,,
89765,,,,,
89767,,,,,
89769,,,,,
89774,Joel Edgerton|Tom Hardy|Nick Nolte|Jennifer Morrison|Frank Grillo|Kevin Dunn|Maximiliano Hernández|Bryan Callen|Sam Sheridan|Fernando Chien|Jake McLaughlin|Vanessa Martinez|Denzel Whitaker|Carlos Miranda|Manuel Espinosa,Gavin O'Connor,140.0,"$25,000,000",father son relationship|jarhead|war machine|military industrial complex
89778,Atsuko Okatsuka|Cory Zacharia|Rintaro Sawamoto|Roberto 'Sanz' Sanchez|Ryan Dillon|Matt Fling|Ivy Khan|Lee Lynch|Kathleen Maressa|Markiss McFadden|Sean Neff|David Nordstrom|Sarah Chang Tadayon|Brett L. Tinnes,Mike Ott,,,tattooed trash|a cup|trailer trash|black bra
89780,Ben Syder|Gareth David-Lloyd|Dominic Keating|William Huw|Elizabeth Arends|David Shackleton|Rachael Evelyn|Neil Williams|Dylan Jones|Chris Coxon|Kate Thomas|Iago Patrick McGuire|Richard Sanderson|Thomes Jones|Laith Jawzi,Paul Bales,89.0,"$1,000,000",character name as title|sherlock holmes character|two word title|dr. john watson character
89794,,,,,
89797,,,,,
89800,,,,,
89802,,,,,
89804,Ryan Gosling|George Clooney|Philip Seymour Hoffman|Paul Giamatti|Evan Rachel Wood|Marisa Tomei|Jeffrey Wright|Max Minghella|Jennifer Ehle|Gregory Itzin|Michael Mantell|Yuri Sardarov|Bella Ivory|Maya Sayre|Danny Mooney,George Clooney,101.0,"$12,500,000",politics|presidential campaign|intrigue|presidential election
89806,,,,,
89819,,,,,
89829,,,,,
89833,,,,,
89837,Neil Maskell|MyAnna Buring|Harry Simpson|Michael Smiley|Emma Fryer|Struan Rodger|Esme Folley|Ben Crompton|Gemma Lise Thornton|Robin Hill|Zoe Thomas|Gareth Tunley|Jamelle Ola|Mark Kempner|Damien Thomas,Ben Wheatley,95.0,"GBP500,000",hitman|folk horror|contract killer|ritual
89840,Jason Statham|Clive Owen|Robert De Niro|Dominic Purcell|Aden Young|Yvonne Strahovski|Ben Mendelsohn|Adewale Akinnuoye-Agbaje|David Whiteley|Matt Nable|Lachy Hulme|Firass Dirani|Nick Tate|Bille Brown|Stewart Morritt,Matt Sherring,116.0,"$70,000,000",man tied up|tied to chair|handcuffed man|mentor
89844,Chazz Palminteri|Robert Davi|Peter Bogdanovich|Frank D'Amico|Elya Baskin|Miriam Margolyes|Melora Hardin|Bruce Weitz|Eloise DeJoria|Joseph Campanella|Dominic Scott Kay|Elaine Hendrix|Alphonse Mouzon|Joyce Westergaard|John Prosky,Robert Davi,96.0,,doo wop|singer|music group|gambling
89846,Bobby Fischer|David Edmonds|Anthony Saidy|Susan Polgar|Henry Kissinger|David Shenk|Gudmundur Thorarinsson|Boris Spassky|Mikhail Tal|Garry Kasparov|Mikhail Botvinnik|Tigran Petrosian|Russell Targ|Larry Evans|Shelby Lyman,Liz Garbus,93.0,,title directed by female|brilliant mind|troubled childhood|cold war
89848,Shahid Kapoor|Anushka Sharma|Meiyang Chang|Vir Das|Anupam Kher|Kiran Juneja|Pavan Malhotra|Jameel Khan|Padam Bhushan|Raymond H. Blong|Kristoffe Brodeur|Ernest E. Brown|Lina Carollo|Nandita Chandra|Shalini Chandran,Parmeet Sethi,142.0,,money|gambling|manhattan new york city|bollywood
89850,Nancy Ellen Abrams|Rob Adonis|Aha|Javed Akhtar|Matthew Alper|Darryl Anka|Butch Anthony|Jon Atack|Amiri Baraka|Steve Biller|Mehera Blum|Geoff Bolt|Jack Bowen|Joshua Brown|Orson Scott Card,Roger Nygard,,,
89862,Evan Glodell|Jessie Wiseman|Tyler Dawson|Rebekah Brandes|Vincent Grashaw|Zack Kraus|Keghan Hurst|Alexandra Boylan|Bradshaw Pruitt|Brian Thomas Evans|Britta Jacobellis|Ceaser Flores|Chris Snyder|Dan Dulle|Jon Huck,Evan Glodell,,"$17,000",medusa|apocalypse|infidelity|bellflower
89864,Joseph Gordon-Levitt|Seth Rogen|Anna Kendrick|Bryce Dallas Howard|Anjelica Huston|Serge Houde|Andrew Airlie|Matt Frewer|Philip Baker Hall|Donna Yamamoto|Sugar Lyn Beard|Yee Jee Tso|Sarah Smyth|Peter Kelamis|Jessica Parker Kennedy,Will Reiser,100.0,"$8,000,000",cancer|best friend|therapist|chemotherapy
89870,Tom Beard|James Bellamy|Robin Berry|Rachael Blake|Samantha Bond|Stuart Bunce|Philip Childs|Jason Frederick|Richard Freeman|Rupert Graves|Stephen Hagan|Jefferson Hall|Johnny Harris|Francis Lee|David Leon,Kevin Elyot,120.0,,gay|pubic hair|male pubic hair|male frontal nudity
89872,,,,,
89877,Colin Firth|Ellen Burstyn|Patricia Clarkson|Orlando Bloom|Amber Tamblyn|Margo Martindale|Andrew McCarthy|Victoria Clark|Isiah Whitlock Jr.|Tom Wopat|Viktor Hernandez|Juan Piedrahita|Thomas Upchurch|Reid Dalton|Amy da Luz,John Doyle,92.0,"$10,000,000",
89881,,,,,
89883,,,,,
89896,János Derzsi|Erika Bók|Mihály Kormos|Ricsi|Mihály Ráday,Ágnes Hranitzky,155.0,,pessimism|horse|bed|bucket
89898,Vladimir Epifantsev|Mikhail Efremov|Andrey Fomin|Sergey Shnurov|Vladimir Menshov|Oleg Taktarov|Ivan Okhlobystin|Andrey Panin|Leonid Parfyonov|Aleksandr Gordon|Amaliya Mordvinova|Andrey Vasilev|Yuriy Safarov|Igor Grigoriev|Yuliya Bordovskikh,Djina Ginzburg,112.0,"$7,000,000",magic mushroom|advertising|sprite|taxi driver
89900,Muhammet Uzuner|Yilmaz Erdogan|Taner Birsel|Ahmet Mümtaz Taylan|Firat Tanis|Ercan Kesal|Erol Erarslan|Ugur Aslanoglu|Murat Kiliç|Safak Karali|Emre Sen|Burhan Yildiz|Nihan Okutucu|Cansu Demirci|Kubilay Tunçer,Ercan Kesal,157.0,,child|police|dead body|steppe
89904,Jean Dujardin|Bérénice Bejo|John Goodman|James Cromwell|Penelope Ann Miller|Missi Pyle|Beth Grant|Ed Lauter|Joel Murray|Elizabeth Tulloch|Ken Davitian|Malcolm McDowell|Basil Hoffman|Bill Fagerbakke|Nina Siemaszko,Michel Hazanavicius,100.0,"$15,000,000",homage|showbiz comedy|1920s|movie studio
89908,Daniel Auteuil|Marie-Josée Croze|Florence Loiret Caille|Christiane Millet|Geneviève Mnich|Winston Ong|Olivia Ross|Antonin Chalon|Ysée Dumay Duteil|Clémentine Houée|Woon-Ling Hau|Ludovic Pinette|Alain Darlay|Stéphane Le Coq de Querlan|Jonathan Cohen,Zabou Breitman,113.0,,f rated|montreal|father in law daughter in law relationship|bathtub
89910,Carole Bouquet|Jean-Pierre Castaldi|Didier Flamand|Françoise Brion|Marie Mouté|Gisèle Casadesus|Hugh Grant|Aldo Maccione|Marcial Di Fonzo Bo|Alvaro Llanos|Carlos Gasca|Alejandro Piñeros|Lassina Touré|Geovanny Tituaña|Shafik Ahmad,Brigitte Roüan,95.0,,downward spiral|flat|f rated|paris france
89912,,,,,
89924,Tom Riley|Tom Burke|Carmen Electra|Eddie Marsan|Michelle Ryan|Mackenzie Crook|Felicity Montagu|Philip Jackson|Jimmy Carr|John Standing|Carl Prekopp|Rasmus Hardiker|Colin Michael Carmichael|Stephanie Blacker|Giles Alderson,Stephen Surjik,87.0,"GBP1,000,000",hot|sex scene|sexy|film school
89926,Sebastian Koch|Mina Tander|Wotan Wilke Möhring|Ronald Zehrfeld|Jenny Schily|Barbara Auer|Zoe Thurau|Charly Hübner|Ben Braun|Antonio Di Mauro|Benjamin Hansen|Tom O'Malley,Jan Fehse,,,
89930,Amazonia|Antiman|Asylum|Urban Avenger|White Baron|Andra Brown|Cameraman|The Conundrum|Orange Cricket|The Eye|Geist|Ghost|The Good Samaritan|D.C.'s Guardian|Dark Guardian,Michael Barnett,90.0,,
89932,,,,,
89936,,,,,
89939,,,,,
89941,Shin'ichi Himori|Kanji Kawahara|Hiroko Kawasaki|Koji Matsumoto|Hideko Mimura|Tsuneo Ohsugi|Chishû Ryû|Tatsuo Saitô|Takeshi Sakamoto|Kinuyo Tanaka|Kayoko Terada|Jun Yokoyama|Munenobu Yui|Masayoshi Ôtsuka,Masuji Ibuse,75.0,,
89945,Max Records|Jenni Fontana|James Nardini|Joe Childs|Ruairi Robinson|Caroline Rich|Corbin Timbrook|Benny Shelton|Melissa Lee|Skoti Collins|Antal Kalik,Ruairi Robinson,13.0,,cleaning up blood|cleaning|orders to kill|advertising
89961,Anas Abdirahman|Sebastian Blyckert|Yannick Diakité|Sebastian Hegmar|Abdiaziz Hilowle|Nana Manu|John Ortiz|Kevin Vaz|Jacob Ottander|Herman Troeng|Tobias Åkesson|Peggy Johansson|Humberto Guandinango Espinosa|Luis Alonso Tuquerez|José Jaime,Ruben Östlund,118.0,,sweden|bullying|friendship between boys|child protagonist
89963,Yuriy Tsurilo|Nina Ruslanova|Mikhail Dementev|Aleksandr Bashirov|Natalya Lvova|Dima Davydov|Sergei Dyachkov|Jüri Järvet Jr.|Ivan Matskevich|Viktor Mikhailov|Paulina Myasnikova|Nijole Narmontaite|Olga Samoshina|Tamara Serkova|Genrietta Yanovskaya,Joseph Brodsky,147.0,,general|military uniform|imperative in title|stalinism
89965,,,,,
89967,,,,,
89969,,,,,
89971,,,,,
89973,Danny Kaye|Paul Frees|Joan Gardner|Casey Kasem|Iris Rainer|Greg Thomas|Jeff Thomas|Vincent Price,Arthur Rankin Jr.,,,animal character name in title|peter cottontail character|four word title|easter bunny
89977,,,,,
89979,Shotaro Akagi|Shin'ichi Himori|Ayuko Hirano|Toru Hirose|Zentaro Iijima|Akio Isono|Hideko Kasuga|Toshiaki Konoe|Chieko Kyotani|Fusako Maki|Mitsuko Miura|Hiroshi Mizuhara|Masako Nakaido|Ren Niki|Tsuneo Ohsugi,Hiroshi Shimizu,,,
89983,Rajinikanth|Aishwarya Rai Bachchan|Danny Denzongpa|Santhanam|Karunas|Delhi Kumar|Cochin Hanifa|Kalabhavan Mani|Devadarshini Chetan|Sabu Cyril|Chaams|Shriya Sharma|Sugunthan|Kriz Chris Henri Harriz|Shylaja Chetlur,Madhan Karky,155.0,"INR1,900,000,000",superhero|android|robot|mosquito
89985,James M. Buchanan|Paul McHugh|Philip Mirowski|John Nash|Robert Spitzer|Jerome Wakefield|David Rosenhan|Thomas Frank|Elliott Abrams|Stephen Byers|Napoleon A. Chagnon|Alain Enthoven|Brian Ferguson|Stuart Hall|Antony Jay|Robert Kavesh|Yevgeny Kiselyov|Michael Ledeen|Arthur Levitt|John Major|Robert Parry|Tom Peters|Kevin Phillips|Madsen Pirie|Robert Reich|Robert Rubin|Morton Schatzman|Thomas Schelling|Itzhak Sharav|Clancy Sigal|James Strachan|Friedrich von Hayek|R.D. Laing|John Maynard Smith|Richard Dawkins|Marc Summers|Isaiah Berlin|Kenneth Clark|Malcolm Muggeridge|Jean-Paul Sartre|Jim Howard|Alexander Haig|Francis Fukuyama|Jeffrey Sachs|Tony Blair,James M. Buchanan,180.0,,tv mini series|political crime|evil politician|public relations
89988,Ernst Schönmann|Franz Holzschuh|Erich Wögerer|Fritzi Schmied|Gabi Tairi|Christina Yildiz|Franz Dolesch|Gerti Zieger|Renée Felden|Peter Kristek|Herbert Scholz,Ulrich Seidl,120.0,,animal|dog|pet|love
89990,Élise Guilbault|Patrick Drolet|Marie-Josée Bastien|Claude Binet|Luc Bourgeois|Lise Castonguay|Richard Champagne|Pierre Collin|Benoît Dagenais|Stéphane Demers|Raoul Desmeules|Muriel Dutil|Denise Gagnon|Amélie Grenier|Éveline Gélinas,Bernard Émond,97.0,"CAD3,100,000",sainte anne de beaupre quebec|silence|crisis of faith|friendship
89994,,Bartosz Konopka,51.0,,west german east german border|rabbit|berlin wall|post war
89997,Nikohl Boosheri|Sarah Kazemy|Reza Sixo Safai|Soheil Parsa|Nasrin Pakkho|Amir Barghashi|Fariborz Daftari|Keon Alexander|Sina Amedson|Amir Hossein Soleimani|Siro Fazlian|Elie Njeim|Joseph Fadel|Milad Hadchiti|Ghina Daou,Maryam Keshavarz,107.0,"$1,000,000",iranian|teenager|closeted lesbian|religious police
89999,,,,,
90005,Cuba Gooding Jr.|Neal McDonough|Nicki Aycox|Austin Abrams|Yancey Arias|Dane Rhodes|Danielle Nicolet|Adrianne Frost|Edrick Browne|Veronica Berry|Shanna Forrestall|James DuMont|Angelena Swords|Ross Britz|Michael Dardant,John Turman,101.0,"$6,000,000",serial killer|dead body in bathtub|dumpster|reporter
90007,Sasha Andreev|Michelle Bergh|Lynette Biunno|Matthew Feeney|Emily Fradenburgh|Bill Gorman|Ted Hall|Mari Harris|Max Hauser|Katrina Hawley|Ellen Karsten|Gary David Keast|Laurie King|Daniel Sjerven|Joel Thingvall,Matt Osterman,86.0,,male in shower
90009,Baltasar Kormákur|Ingvar Sigurdsson|Lilja Nótt Þórarinsdóttir|Þröstur Leó Gunnarsson|Jörundur Ragnarsson|Theodór Júlíusson|Ólafur Darri Ólafsson|Victor Löw|Jóhannes Haukur Jóhannesson|Magnús Jónsson|Stormur Jón Kormákur Baltasarsson|Pálmi Kormákur Baltasarsson|Magnús Ragnarsson|Arnar Ingvarsson|Ragnar Erling Hermannsson,Arnaldur Indriðason,88.0,,smuggling|two word title|name in title|city name in title
90011,Helga Braga Jónsdóttir|María Guðmundsdóttir|Halldór Gylfason|Björn Ingi Hilmarsson,Grímur Hákonarson,20.0,,iceland|tunnel|secret relationship|farmer
90015,,,,,
90017,,,,,
90019,Jung Suh|Ji-ho Shim|Yun-hong Oh|Jeon-han Kim|Jung-Hee Nam|Wook-hyeon Seon,Jun-han Kim,,"$1,500,000",ejaculation in mouth|pubic hair|coitus|doggystyle sex
90021,Juan Pablo de Santiago|Maria Deschamps|Martha Claudia Moreno|Daniel Giménez Cacho|Rebecca Jones|Renato Ornelas|Gustavo González|Carlos Narro|Denis Soto|Mauricio Porras|Ximena Romo|Jana Sosnowski|José Garcia Garcia|Raúl Ortiz|Alejandro Illescas Calderón,Gerardo Naranjo,106.0,,talent show|masturbation|stealing car|contraction in title
90035,,,,,
90049,,Abbas Kiarostami,74.0,,seashore|tribute|no dialogue|nature
90052,,,,,
90055,,,,,
90057,Michael Shannon|Jessica Chastain|Tova Stewart|Shea Whigham|Katy Mixon|Natasha Randall|Ron Kennard|Scott Knisley|Robert Longstreet|Heather Caldwell|Sheila Hullihen|John Kloock|Marianna Alacchi|Jacque Jovic|Bob Maines,Jeff Nichols,121.0,"$5,000,000",schizophrenia|mental illness|ambiguous ending|psychological
90059,Catherine Deneuve|Michel Piccoli|Melvil Poupaud|Andrzej Seweryn|Bernadette Lafont|Monique Mélinand|Hubert Saint-Macary|Jean-Yves Gautier|Mathieu Amalric|Camila Mora-Scheihing|Patrick Modiano|Jean Badin|Brigitte Sy|Laurence Clément|André Engel,Raoul Ruiz,,,son|psychiatrist|murder|journal
90061,Claire Sloma|Marlon Morton|Amanda Bauer|Brett Jacobsen|Nikita Ramsey|Jade Ramsey|Annette DeNoyer|Wyatt McCallum|Mary Wardell|Douglas Diedrich|Dane Jones|Shayla Curran|Christopher Simon|Madi Ortiz|Stephen M. Francis III,David Robert Mitchell,96.0,,teenage sexuality|love interest|coming of age|pool party
90064,Bernard Giraudeau|Elsa Zylberstein|Jean-Luc Bideau|Jean-François Balmer|Christian Vadim|Laurent Malet|Rufus|Féodor Atkine|Jacques Denis|Edith Scob|Hélène Surgère|Laurence Février|Jean-Michel Portal|Jean-Baptiste Puech|Matthias Urban,Raoul Ruiz,,,murdered with a hammer|knocking on a door|asylum|wealthy
90066,Tygh Runyan|Dominique Swain|Shannyn Sossamon|John Diehl|Cliff De Young|Waylon Payne|Rob Kolar|Nic Paul|Fabio Testi|Fabio Tricamo|Moxie|Peter Bart|Pete Manos|Mallory Culbert|Beck Latimore,Steven Gaydos,121.0,,filmmaker|passion|murder|hairy chest
90068,,,,,
90071,J.K. Simmons|Cara Seymour|Lou Taylor Pucci|Scott Adsit|James Urbaniak|Max Antisell|Ryan Karels|Peggy Gormley|Tammy Blanchard|Josh Segarra|Xander Johnson|Jesse Roche|Julia Ormond|Erica Fae|Mía Maestro,Jim Kohlberg,,"$4,000,000",
90084,,,,,
90086,,,,,
90090,Philippe Torreton|Laurent Le Doyen|Denis Loubaton|Tania Young,Alain-Michel Blanc,,"EUR2,500,000",psychological experiment|trash tv
90104,Abbas Kiarostami|Seifollah Samadian,Abbas Kiarostami,85.0,,aids|uganda|international fund for agricultural development|death
90106,,,,,
90108,,,,,
90112,,,,,
90114,,,,,
90116,,,,,
90118,,,,,
90127,Jose Coronado|Rodolfo Sancho|Helena Miquel|Juanjo Artero|Pedro Mari Sánchez|Younes Bachir|Nadia Casado|Juan Pablo Shuk|Eduard Farelo|Karim El-Kerem|Abdelali El Aziz|Nasser Saleh|Héctor Claramunt|Saïd El Mouden|Walter Gamberini,Michel Gaztambide,114.0,"EUR3,500,000",night|waitress|drink|striptease
90133,Mira Sorvino|Shane West|Justin Kirk|Tony Curran|Muse Watson|Deobia Oparei,Tom Provost,87.0,,cabin|island|marriage proposal|outhouse
90154,Rachelle Lefevre|Stephen Moyer|Lorna Raver|Ed Quinn|Luis Guzmán|Lydia Echevarria|Aris Mejias|Gladys Rodríguez|Sunshine Logroño|Brian Tester|Grace Connelly|Alfredo De Quesada|Leonardo Castro|José Cotté|Cordelia González,Sergio Casci,92.0,,divorcee|loneliness|ex husband ex wife relationship|changing past event
90167,,,,,
90170,,,,,
90172,,,,,
90183,Sergio Peris-Mencheta|Asier Etxeandia|Carmen Montero|Natasha Yarovenko|Natalia Rodríguez|Emilio Buale|Gary Piquer|Ramón Langa|Roberto Álvarez|Adrián Lamana|Jon Bermúdez|Luis Fernando Alvés|Alejandro Naranjo|Francisco Merino|Jennifer Rope,Víctor Mora,108.0,,man tied up|saved from execution|beheading|chopping block
90196,,,,,
90199,Taraneh Alidoosti|Negar Javaherian|Hossein Mahjoub|Mahtab Nasirpour|Milad Sadrameli,Rasoul Sadrameli,,,pregnant teen|baby|father daughter relationship|working mother
90201,Jean-Pierre Marielle|Philippe Noiret|Jean Rochefort|Catherine Jacob|Michel Blanc|Clotilde Courau|Pierre-Arnaud Juin|Jacques Mathou|Marie Pillet|Jacques Nolot|Jean-Marie Galey|Olivier Pajot|Claude Derepp|Nathalie Krebs|Laurence Ragon,Serge Frydman,85.0,,aging|times square manhattan new york city|bankruptcy|actor playing female role
90203,,,,,
90206,,,,,
90208,Mahmoud Hamid Ali|Edward Allier|Ryan Baker|Zack Corke|Danelle Fields|Ben Fisher|Jason Grundy|Patrick Irvine|David Keniston|Christopher MacKay|Frank McCann|Brandon 'Mongo' Phillips|Claus Rademacher|Isaac Rademacher|Jake Rademacher,Jake Rademacher,,,iraq|syrian border|sunni triangle|iraq war
90211,Shaghayeh Djodat|Behzad Dorani|Feizola Gashghai|Maryam Keyhan|Mohsen Makhmalbaf|M.H. Mokhtarian|Kambiz Shabankare|Mirhadi Tayebi|Azadeh Zanganeh|Moharram Zaynalzadeh,Mohsen Makhmalbaf,,,actor|film director|interview|cannes film festival
90235,Andreea Bosneag|Violeta Haret-Popa|Vasile Muraru|Serban Pavlu|Andi Vasluianu|Diana Gheorghian|Alexandru Georgescu|Petre Constantin Bombardel|Luminita Stoianovici|Doru Catanescu|Bogdan Marhodin|Cristina Serbu|Claudiu Dumitru|Marian Pîrvu,Radu Jude,99.0,"EUR650,000",new car|mother daughter relationship|makeup|lottery
90237,Kwame Anthony Appiah|Judith Butler|Michael Hardt|Martha Nussbaum|Avital Ronell|Peter Singer|Sunaura Taylor|Cornel West|Slavoj Zizek,Astra Taylor,87.0,,philosophy
90239,Linda Adrain|Bill Amerson|Denise Amerson|Sean 'Duke' Amerson|Paul Thomas Anderson|Tom Blake|Bunny Bleu|Paul Cambria|Bob Chinn|Ilona Staller|David Clark|Ron Coen|Dawn Schiller|Mitchell Egers|Don Fernando,Rodger Jacobs,105.0,,death|porn star|golden age of porn|hardcore
90241,,,,,
90243,,,,,
90245,,,,,
90247,Paulus Manker|August Diehl|Michael Ostrowski|Pia Hierzegger|Maria Bill|Martina Zinner|Brigitte Kren|Loretta Pflaum|Martina Poel|Andreas Kiendl|Petra Bernhardt|Kathrin Resetarits|Caro Kuchwalek|Nina Petz|Nina Sieberer,Barbara Albert,100.0,,breast|brief female nudity|train|school teacher
90249,Hugh Jackman|Dakota Goyo|Evangeline Lilly|Anthony Mackie|Kevin Durand|Hope Davis|James Rebhorn|Karl Yune|Olga Fonda|John Gatins|Sophie Levy|Tess Levy|Charlie Levy|Gregory Sims|Torey Adkins,John Gatins,127.0,"$110,000,000",robot|boxing|robot battle|arena
90252,,,,,
90254,Maurice Compte|Paddy Connor|Jeanne Heaton|Joseph Arthur|Patrick Shining Elk|Larry John Meyers|David Reece|Leslie Orr|Amanda Lanier|Danny Morris|Buck Truitt|Sean Wolf Hill|Michael Conn|Tom Wamsley|Rohn Thomas,Ed Radtke,99.0,,indian reservation|oklahoma city|nurse|church
90256,Bat 'Batman' Baxter|Alex Billig|Wayne Chin|Jerry Damons|Lowell the Dog|John Dwyer|The Fly|Dawn Glickman|Alex Greenblatt|Gary Greenblatt|Eleonore Hendricks|Francesca LaPrelle|Miranda LaPrelle|Astrid Larson|Sam Lisenco,Josh Safdie,71.0,,
90258,,,,,
90260,,,,,
90264,Sandy Duncan|Danny Kaye|Clive Revill|Flip Wilson|Liz Torres|Gary Morgan|Don Correia|Roy Smith,Sid Smith,,,character name as title|lifting a male into the air|one word title|pinocchio character
90266,Buck Brannaman|Gary Myers|Bibb Frazier|Betty Staley|Gwynn Turnbull Weaver|Shayne Jackson|Annette Venteicher|Robert Redford|Reata Brannaman|Nevada Watt|Mary Brannaman|Johnny France|Betsy Shirley|Paige Morris|Bill Seaton,Cindy Meehl,,,horse assisted therapy|horse movie|horse jockey|horse stable
90268,Lilo Baur|Marco Calamandrei|Lisa Vicari|Lars Eidinger|Hannah Herzsprung|Stipe Erceg|Hans-Peter Recktenwald|Yoann Blanc|Christoph Gaugler|Angela Winkler|Nino Böhlau|Ellen Schweiger|Lutz Pretzsch|Luca Winkler|Tammo Winkler,Tim Fehlbaum,,,post apocalypse|tied feet|tied up while barefoot|sun
90270,Mads Mikkelsen|Alexander Skarsgård|Samuel Fröler|Kirsti Eline Torhaug|Börje Ahlstedt|Kristina Törnqvist|Johan Rabaeus|Ia Langhammer|Henrik Norlén|Johanna Dickson|Henrik Noël Olesen|Hassan Brijany|Göran Forsmark|Vladimir Dikanski|Ulf Friberg,Peter Lindmark,100.0,,foreign language title
90273,Vilma Melasniemi|Eero Saarinen|Antti Seppänen|Antti Virmavirta,Ville Suhonen,85.0,,veteran|burning a document|fascist organization|racist organization
90279,Julien Boisselier|Julie Gayet|Michel Aumont|Sacha Bourdo|Antoine Duléry|Pascale Arbillot|Sophie Mounicot|Riton Liebman|Frédéric Pierrot|Christian Charmetant|Marianne Viard|Cyril Bedel|Marie-Laure Copie|Anne Didier|Marc Prin,Arnaud Viard,,,love|pregnancy|phone sex|female frontal nudity
90281,Viktor Nemets|Vladimir Golovin|Aleksey Vertkov|Dmitriy Gotsdiner|Olga Shuvalova|Maria Varsami|Boris Kamorzin|Vlad Ivanov|Olga Kogut|Sergey Kolesov|Konstantin Shelestun|Danielius Sviridenko,Sergey Loznitsa,127.0,,false cop|downward spiral|madness|russia
90284,Nathan Harlan|Mark Reeb|Laurel Whitsett|John Jones|Steve Zissis|Kerbey Smith|Denise Lee|Cyndi Williams|Marc Pouhe|Dicky Garrison|Tommy Dippel|Jett Garner|Christopher Shea|Barry Wilson|Jeremy Prince,John E. Bryant,,,dysfunctional family|brother brother relationship|biological parents|sibling rivalry
90286,Bruno S.|Eva Mattes|Burkhard Driest|Wilhelm von Homburg|Werner Herzog|Klaus Kinski|Thomas Mauch|Laurens Straub,Erwin Keusch,93.0,,new german cinema|portrait
90288,Werner Herzog|Reinhold Messner|Lotte Eisner|Paul Hittscher|Mick Jagger|Klaus Kinski|Thomas Mauch|Beat Presser|Jason Robards|Walter Saxer|Franz Josef Strauß,Werner Herzog,28.0,,film maker|self portrait|germany|post war
90292,Martti Suosalo|Walter Gröhn|Mikko Vanhala|Turo Rannema|Anni Asikainen|Johanna Kerttula|Henna Hakkarainen|Vesa-Matti Loiri|Sulevi Peltola|Pirkka-Pekka Petelius|Liisa Kantokorpi|Bakary Barrow|Pirjo Luoma-aho|Maria Aro|Riitta Elstelä,Matti Ijäs,90.0,"FIM5,874,828",ship|boy|1960s|marital problem
90303,,,,,
90306,,,,,
90308,Zana Marjanovic|Jasna Beri|Sadzida Setic|Vesna Masic|Emir Hadzihafizbegovic|Irena Mulamuhic|Jelena Kordic|Jasmin Geljo|Dejan Spasic|Alma Terzic|Muhamed Hadzovic|Benjamin Djip|Nejla Keskic|Mirna Zdralovic|Emina Mahmutagic,Aida Begic,100.0,"EUR1,200,000",
90310,Kevin Spacey|Camilla Belle|Heather Graham|Johnny Knoxville|Anna Schafer|John Stamos|Red West|Michael Rosenbaum|Danny Comden|Jack McGee|Craig Robinson|Virginia Madsen|Marc Macaulay|Morgan Saylor|Karen Kaia Livers,Jonathan D. Krane,93.0,,
90312,,,,,
90314,,,,,
90319,,,60.0,,silent film documentary|life of a ship|toledo spirit|ship building
90321,,,,,
90327,,,,,
90339,,,,,
90341,Alex Gibney|Dave Kaplan|Bob Costas|Dwight Evans|Denis Leary|Bill Buckner|Bob Ryan|Ron Borges|Steve Lyons|Scott Turow|Wayne Drehs|Eric Karros|Josh Doust|Jeff Gowen|Matt Liston,Alex Gibney,102.0,,chicago cubs|professional sports|mlb|baseball
90343,Kenny Wormald|Julianne Hough|Dennis Quaid|Andie MacDowell|Miles Teller|Ray McKinnon|Patrick John Flueger|Kim Dickens|Ziah Colon|Ser'Darius Blain|L. Warren Young|Brett Rice|Maggie Elizabeth Jones|Mary-Charles Jones|Enisha Brewster,Dean Pitchford,113.0,"$24,000,000",teenager|small town|dancing|cotton mill
90345,Mary Elizabeth Winstead|Joel Edgerton|Ulrich Thomsen|Eric Christian Olsen|Adewale Akinnuoye-Agbaje|Paul Braunstein|Trond Espen Seim|Kim Bubbs|Jørgen Langhelle|Jan Gunnar Røise|Stig Henrik Hoff|Kristofer Hivju|Jo Adrian Haavind|Carsten Bjørnlund|Jonathan Walker,Eric Heisserer,103.0,"$38,000,000",alien|scientist|antarctica|snow
90350,Lemmy|Phil Campbell|Mikkey Dee|Dave Navarro|Katherine von Drachenberg|Nikki Sixx|Billy Bob Thornton|Lars Frederiksen|Duff McKagan|Dee Snider|Mike Inez|Reverend Horton Heat|Alice Cooper|Geoff Rowley|Slash,Wes Orshoski,116.0,,heavy metal|ramones|sunset strip|anthrax
