title,year,rating
Saw IV,2007,2.75
Saw V,2008,2.6875
Saw VI,2009,2.7142857142857144
Saw VII 3D - The Final Chapter,2010,3.2
Say It Isn't So,2001,1.5
"Scanner Darkly, A",2006,3.75
"Scapegoat, The",2012,4.0
"Scarlet Letter, The",1995,3.0
Scary Movie,2000,2.75
Scary Movie 2,2001,2.5
Scary Movie 3,2003,2.625
Scary Movie 4,2006,2.0
Scary Movie 5 (Scary MoVie),2013,2.1666666666666665
"Scene at the Sea, A (Ano natsu, ichiban shizukana umi)",1991,3.0
Scenes from a Mall,1991,2.5
Scenic Route,2013,4.0
"Scent of Green Papaya, The (Mùi du du xhan - L'odeur de la papaye verte)",1993,3.0
Scent of a Woman,1992,2.75
Schindler's List,1993,2.888888888888889
Schizopolis,1996,3.5
Schlussmacher,2013,1.5
School Ties,1992,3.0
School for Scoundrels,2006,2.5
School of Rock,2003,2.75
Schultze Gets the Blues,2003,4.0
"Science of Sleep, The (La science des rêves)",2006,3.125
Scooby-Doo,2002,2.5555555555555554
Scooby-Doo 2: Monsters Unleashed,2004,2.5
Scooby-Doo! Curse of the Lake Monster,2010,4.0
Scooby-Doo! and the Witch's Ghost,1999,3.0
Scoop,2006,3.75
Scorched,2003,3.0
"Score, The",2001,3.125
"Scotland, Pa.",2001,3.8333333333333335
Scott Pilgrim vs. the World,2010,3.0625
"Scout, The",1994,3.0
Scratch,2001,5.0
Scream,1996,2.75
Scream 2,1997,2.75
Scream 3,2000,2.75
Scream 4,2011,3.0
Screamers,1995,2.9166666666666665
Screwed,2000,2.5
Scusa ma ti chiamo amore,2008,2.5
"Sea Inside, The (Mar adentro)",2004,3.6
Seabiscuit,2003,2.9444444444444446
Seance (Kôrei),2000,3.5
Searching for Bobby Fischer,1993,3.1875
Searching for Sugar Man,2012,4.0
Season of the Witch,2011,2.0833333333333335
"Seasoning House, The",2012,0.5
Second Skin (Segunda Piel),1999,3.0
Secondhand Lions,2003,3.125
Seconds Apart (2011) ,2011,2.0
Secret,2007,3.5
"Secret Adventures of Tom Thumb, The",1993,3.5
"Secret Agent, The",1996,3.0
"Secret Garden, The",1993,2.9444444444444446
"Secret Life of Bees, The",2008,4.5
"Secret Life of Walter Mitty, The",2013,2.75
"Secret Life of Words, The",2005,2.5
"Secret Lives of Dentists, The",2002,3.5
Secret Sunshine (Milyang),2007,5.0
Secret Things (Choses secrètes),2002,3.0
Secret Window,2004,3.1875
"Secret World of Arrietty, The (Kari-gurashi no Arietti)",2010,3.2142857142857144
"Secret in Their Eyes, The (El secreto de sus ojos)",2009,3.5
"Secret of Kells, The",2009,3.75
"Secret of Roan Inish, The",1994,3.6666666666666665
"Secret of the Grain, The (La graine et le mulet)",2007,4.0
Secret of the Wings,2012,3.0
"Secret, The",2006,0.5
Secretariat,2010,3.3333333333333335
Secretary,2002,2.888888888888889
Secrets & Lies,1996,3.2857142857142856
Secuestro Express,2004,3.0
"Seducing Doctor Lewis (Grande séduction, La)",2003,3.0
See No Evil,2006,2.0
See Spot Run,2001,2.0
Seed of Chucky (Child's Play 5),2004,3.0
Seeing Other People,2004,3.5
"Seeker: The Dark Is Rising, The",2007,2.375
Seeking Justice,2011,3.0
Seeking a Friend for the End of the World,2012,3.5
Sel8nne,2013,4.0
Selena,1997,3.0833333333333335
"Selfish Giant, The",2013,4.0
Selma,2014,3.8333333333333335
Semi-Pro,2008,2.4
Senna,2010,3.142857142857143
"Sensation of Sight, The",2006,4.0
Sense & Sensibility,2008,5.0
Sense and Sensibility,1995,2.7777777777777777
Senseless,1998,2.6666666666666665
"Sentinel, The",2006,3.5
Separate Lies,2005,3.0
"Separation, A (Jodaeiye Nader az Simin)",2011,3.5833333333333335
Seraphim Falls,2006,3.0
"Serbian Film, A (Srpski film)",2010,4.25
Serendipity,2001,3.0
Serenity,2005,2.75
Serial Killer Culture,2014,3.5
Serial Mom,1994,2.8125
Series 7: The Contenders,2001,3.0
"Serious Man, A",2009,3.1666666666666665
Serious Moonlight,2009,1.5
Serving Sara,2002,1.8333333333333333
Session 9,2001,3.5
"Sessions, The (Surrogate, The)",2012,3.25
Set It Off,1996,2.9
Seven (a.k.a. Se7en),1995,2.888888888888889
Seven Girlfriends,1999,4.0
Seven Pounds,2008,2.8333333333333335
Seven Psychopaths,2012,3.0
Seven Years in Tibet,1997,3.0
"Seventh Heaven (Septième ciel, Le)",1997,3.0
Seventh Son,2014,2.25
Severance,2006,3.0
Sex Drive,2008,3.5
Sex Is Comedy,2002,4.0
Sex Tape,2014,2.5
Sex and Lucia (Lucía y el sexo),2001,3.5
Sex and the City,2008,2.357142857142857
Sex and the City 2,2010,3.2
Sex: The Annabel Chong Story,1999,3.25
"Sexual Life of the Belgians, The (Vie sexuelle des Belges 1950-1978, La)",1994,3.5
Sexy Beast,2000,2.9444444444444446
Sgt. Bilko,1996,3.0
Shackleton's Antarctic Adventure,2001,3.0
Shadow Dancer,2012,3.0
Shadow Magic,2000,4.5
Shadow of the Vampire,2000,2.625
"Shadow, The",1994,2.888888888888889
Shadowlands,1993,3.7
Shadows and Fog,1991,3.25
Shadrach,1998,3.0
Shaft,2000,3.0
Shakes the Clown,1992,1.5
Shakespeare High,2011,3.5
Shakespeare in Love,1998,2.75
Shall We Dance?,2004,3.5
Shall We Dance? (Shall We Dansu?),1996,2.75
Shallow Grave,1994,3.1875
Shallow Hal,2001,2.75
Shame,2011,4.0
Shanghai Ghetto,2002,3.0
Shanghai Knights,2003,2.75
Shanghai Noon,2000,2.9444444444444446
Shanghai Triad (Yao a yao yao dao waipo qiao),1995,3.0
Shaolin (Xin shao lin si),2011,2.5
Shaolin Soccer (Siu lam juk kau),2001,3.0
"Shape of Things, The",2003,2.0
Shark Skin Man and Peach Hip Girl (Samehada otoko to momojiri onna),1998,3.5
Shark Tale,2004,2.4166666666666665
Sharkwater,2006,3.5
Shattered,1991,3.5
Shattered Glass,2003,3.25
Shaun of the Dead,2004,2.75
"Shawshank Redemption, The",1994,2.75
She Hate Me,2004,2.625
She's All That,1999,2.75
She's Out of My League,2010,2.5833333333333335
She's the Man,2006,2.9444444444444446
She's the One,1996,3.6666666666666665
Sheitan,2006,2.5
Shelter,2007,4.25
"Sheltering Sky, The",1990,3.0833333333333335
Sherlock Holmes,2009,2.9444444444444446
Sherlock Holmes: A Game of Shadows,2011,3.0
SherryBaby,2006,3.5
Shine,1996,3.0
Shining Through,1992,0.5
Shinjuku Incident (San suk si gin),2009,3.0
Shinobi: Heart Under Blade,2005,2.0
"Shipping News, The",2001,3.25
Shiri (Swiri),1999,3.5
"Shock to the System, A",1990,3.5
Shoot 'Em Up,2007,3.5
Shooter,2007,2.75
"Shooter, The",1997,4.0
Shooting Dogs (a.k.a. Beyond the Gates),2005,4.0
Shooting Fish,1997,4.166666666666667
Shopgirl,2005,3.9
Shopping,1994,4.0
Short Cuts,1993,3.2857142857142856
Short Term 12,2013,4.0
Shortbus,2006,2.9
Show Me Love (Fucking Åmål),1998,3.75
Shower (Xizao),1999,3.6666666666666665
Showgirls,1995,2.25
Showtime,2002,2.6666666666666665
Shrek,2001,2.75
Shrek 2,2004,2.75
Shrek Forever After (a.k.a. Shrek: The Final Chapter),2010,3.5
Shrek the Halls,2007,3.0
Shrek the Third,2007,2.75
"Shrimp on the Barbie, The",1990,1.5
"Shrine, The",2010,3.75
Shrink,2009,3.5
Shut Up & Sing,2006,4.25
Shutter,2004,3.5
Shutter,2008,3.0
Shutter Island,2010,2.75
Sibling Rivalry,1990,2.0
"Sick: The Life & Death of Bob Flanagan, Supermasochist",1997,5.0
Sicko,2007,3.75
Side Effects,2013,3.5
Side Out,1990,3.0
Sidewalks of New York,2001,2.75
Sidewalls (Medianeras),2011,3.75
Sideways,2004,3.0
"Siege, The",1998,2.6875
Siegfried & Roy: The Magic Box,1999,2.5
Sightseers,2012,4.0
"Signal, The",2007,3.6666666666666665
"Signal, The",2014,3.5
Signs,2002,2.75
Signs,2008,3.5
"Silence of the Lambs, The",1991,2.75
Silent Hill,2006,2.6875
Silent Hill: Revelation 3D,2012,2.25
Silent House,2011,3.0
Silent Night,2012,2.5
Silentium,2004,4.5
Silk,2007,4.0
Silver City,2004,2.75
Silver Linings Playbook,2012,3.0
Simon,2004,3.0
Simon Birch,1998,3.5
Simon Magus,1999,3.0
Simone (S1m0ne),2002,2.357142857142857
Simpatico,1999,3.0
Simple Men,1992,4.5
"Simple Plan, A",1998,2.888888888888889
Simple Simon (I rymden finns inga känslor),2010,4.5
"Simple Twist of Fate, A",1994,2.6666666666666665
"Simple Wish, A",1997,2.5
Simply Irresistible,1999,2.5
"Simpsons Movie, The",2007,2.75
Sin City,2005,2.75
Sin City: A Dame to Kill For,2014,3.1875
Sin Nombre,2009,3.75
Sinbad: Legend of the Seven Seas,2003,3.2142857142857144
Since Otar Left (Depuis qu'Otar est parti...),2003,2.5
"Singing Detective, The",2003,1.0
"Single Man, A",2009,3.75
Single White Female,1992,2.7
Singles,1992,2.8333333333333335
Sinister,2012,3.5
Sintel,2010,3.25
Sirens,1994,2.5
Sister Act,1992,2.6666666666666665
Sister Act 2: Back in the Habit,1993,2.75
"Sisterhood of the Traveling Pants 2, The",2008,3.0
"Sisterhood of the Traveling Pants, The",2005,3.2857142857142856
Sita Sings the Blues,2008,3.75
Sitcom,1998,3.5
"Sitter, The",2011,3.0
Six Days Seven Nights,1998,3.1875
Six Degrees of Separation,1993,2.9375
Six Ways to Sunday,1997,5.0
Six-String Samurai,1998,3.7
"Sixth Sense, The",1999,2.75
"Skeleton Key, The",2005,3.0714285714285716
Skeletons,2010,5.0
Ski School,1991,3.5
"Skin I Live In, The (La piel que habito)",2011,3.75
Skinwalkers,2007,3.5
"Skulls, The",2000,3.0
Sky Captain and the World of Tomorrow,2004,2.75
"Sky Crawlers, The (Sukai kurora)",2008,3.25
Sky High,2005,3.25
Skyfall,2012,2.75
Skyline,2010,2.4
Slacker,1991,3.8
Slackers,2002,4.0
Slam,1998,4.0
Slasher,2004,5.0
"Slaughter Rule, The",2002,2.0
Sleep Tight (Mientras duermes),2011,3.625
Sleepers,1996,3.1875
Sleeping Beauty,2011,3.0833333333333335
Sleeping with Other People,2015,4.5
Sleeping with the Enemy,1991,2.857142857142857
Sleepless Night (Nuit blanche),2011,3.0
Sleepless in Seattle,1993,2.75
Sleepwalk with Me,2012,2.75
Sleepwalkers,1992,2.0
Sleepwalking,2008,2.0
Sleepy Hollow,1999,2.888888888888889
Sleuth,2007,4.25
Sliding Doors,1998,3.1875
Slim Susie (Smala Sussie),2003,3.0
Sling Blade,1996,2.75
"Slingshot, The (Kådisbellan)",1993,4.0
Slipstream,2007,2.5
Slither,2006,2.5
Sliver,1993,2.9166666666666665
Slumber Party Massacre III,1990,2.0
Slumdog Millionaire,2008,2.75
Slumming,2006,2.0
"Slums of Beverly Hills, The",1998,3.5
Small Faces,1996,3.0
Small Soldiers,1998,2.8125
Small Time Crooks,2000,3.0
Smart People,2008,3.0
Smash His Camera,2010,3.5
Smiley,2012,2.5
Smiley Face,2007,3.0
Smilla's Sense of Snow,1997,3.5
Smoke,1995,4.0
Smoke Signals,1998,3.5
Smokin' Aces,2006,2.6875
"Smurfs 2, The",2013,2.0
"Smurfs, The",2011,2.7
Snake Eyes,1998,2.75
Snakes on a Plane,2006,2.5555555555555554
"Snapper, The",1993,3.25
Snatch,2000,2.75
Sneakers,1992,3.5
Sniper,1993,3.25
Snitch,2013,5.0
Snow Angels,2007,3.25
Snow Cake,2006,3.6666666666666665
Snow Day,2000,2.6666666666666665
Snow Dogs,2002,2.3333333333333335
Snow Falling on Cedars,1999,3.0833333333333335
Snow Flower and the Secret Fan,2011,3.0
Snow White (Blancanieves),2012,4.0
Snow White and the Huntsman,2012,2.5833333333333335
Snowpiercer,2013,2.9444444444444446
Snowriders,1996,5.0
"Snowtown (Snowtown Murders, The)",2011,3.1666666666666665
So I Married an Axe Murderer,1993,2.888888888888889
Soapdish,1991,3.1875
"Social Network, The",2010,2.75
Solan og Ludvig: Jul i Flåklypa,2013,3.5
Solaris,2002,2.75
Solas,1999,3.5
Soldier,1998,3.0
"Soldier's Daughter Never Cries, A",1998,3.5
Soldier's Girl,2003,4.0
Solino,2002,4.0
Solitary Man,2009,2.0
Solo,1996,2.5
"Soloist, The",2009,2.5
Solomon Kane,2009,3.75
Solyaris,1968,4.0
Some Folks Call It a Sling Blade,1993,3.6666666666666665
Some Girl(s),2013,3.0
Some Mother's Son,1996,3.5
Somebody is Waiting,1996,5.0
Someone Else's America,1995,4.0
Someone Like You,2001,3.0
Somers Town,2008,3.0
Something Borrowed,2011,3.0
Something Is Happening (Kuch Kuch Hota Hai),1998,3.0
Something New,2006,3.0
Something Real and Good,2013,4.0
Something in the Air (Après Mai),2012,2.5
Something the Lord Made,2004,4.5
Something to Talk About,1995,3.3333333333333335
Something's Gotta Give,2003,2.75
"Sometimes Happiness, Sometimes Sorrow (Kabhi Khushi Kabhie Gham)",2001,4.125
Somewhere,2010,2.75
Somm,2012,3.5
Sommersby,1993,3.0833333333333335
Son in Law,1993,2.9166666666666665
Son of Rambow,2007,3.75
Son of a Gun,2014,3.0
"Son of the Bride (Hijo de la novia, El)",2001,4.25
Son of the Mask,2005,1.0
Son of the Pink Panther,1993,1.25
"Son's Room, The (Stanza del figlio, La)",2001,2.75
"Son, The (Le fils)",2002,4.0
Sonatine (Sonachine),1993,4.333333333333333
"Song of Sparrows, The (Avaze gonjeshk-ha)",2008,4.5
Song of the Sea,2014,3.142857142857143
Songcatcher,2000,3.3333333333333335
Songs From the Second Floor (Sånger från andra våningen),2000,4.0
Sophie Scholl: The Final Days (Sophie Scholl - Die letzten Tage),2005,3.6666666666666665
"Sorcerer's Apprentice, The",2010,2.875
Sorority Boys,2002,2.0
Sorority House Massacre II,1990,3.0
Sorority Row,2009,2.5
Soul Food,1997,2.5
Soul Kitchen,2009,3.75
Soul Men,2008,3.0
Soul Plane,2004,2.8333333333333335
Soul Surfer,2011,4.5
Soul Survivors (a.k.a. The Killer Cut),2001,2.0
Sound City,2013,4.0
Sound of My Voice,2011,4.0
Sound of Noise,2010,4.166666666666667
"Sound of Thunder, A",2005,2.5
Soundbreaker (2012) ,2012,4.0
Source Code,2011,3.0
"Source, The",1999,3.5
"South Park: Bigger, Longer and Uncut",1999,2.75
Southland Tales,2006,4.5
Space Battleship Yamato,2010,3.5
Space Chimps,2008,3.5
Space Cowboys,2000,2.5
Space Jam,1996,2.75
Space Odyssey: Voyage to the Planets,2004,5.0
Space Truckers,1996,3.5
Spaced Invaders,1990,1.0
Spanglish,2004,2.75
"Spanish Apartment, The (L'auberge espagnole)",2002,4.125
"Spanish Prisoner, The",1997,3.5
Spanking the Monkey,1994,3.4
Spare Parts,2015,4.0
Spartan,2004,2.7857142857142856
Spawn,1997,2.25
Speak,2004,2.75
Special,2006,4.0
"Special Relationship, The",2010,2.5
"Specialist, The",1994,3.0
Species,1995,2.5555555555555554
Species II,1998,2.0714285714285716
Speechless,1994,3.0833333333333335
Speed,1994,2.75
Speed 2: Cruise Control,1997,2.5
Speed Racer,2008,2.5833333333333335
Spellbound,2002,3.8
Sphere,1998,3.1875
Spice World,1997,2.5
Spider,2002,3.5
Spider-Man,2002,2.75
Spider-Man 2,2004,2.75
Spider-Man 3,2007,2.75
"Spiderwick Chronicles, The",2008,3.25
Spiral,2000,3.0
"Spirit of '76, The",1990,0.5
"Spirit, The",2008,2.625
Spirit: Stallion of the Cimarron,2002,2.7142857142857144
Spirited Away (Sen to Chihiro no kamikakushi),2001,2.888888888888889
"Spitfire Grill, The",1996,2.9375
Splendor,1999,4.0
Splice,2009,2.375
Splinter,2008,2.0
Split Second,1992,2.5
"SpongeBob Movie: Sponge Out of Water, The",2015,3.0
"SpongeBob SquarePants Movie, The",2004,2.9285714285714284
Spread,2009,3.0
Spriggan (Supurigan),1998,2.1666666666666665
Spring,2015,3.5
Spring Breakers,2013,4.125
Spring Forward,1999,2.8333333333333335
"Spring, Summer, Fall, Winter... and Spring (Bom yeoreum gaeul gyeoul geurigo bom)",2003,3.2857142857142856
Spud,2010,5.0
Spun,2001,3.6666666666666665
Spy Game,2001,3.5
Spy Hard,1996,2.6875
Spy Kids,2001,2.75
Spy Kids 2: The Island of Lost Dreams,2002,2.25
Spy Kids 3-D: Game Over,2003,2.4
Spy Kids: All the Time in the World in 4D,2011,1.25
"Spy Next Door, The",2010,3.0
Squanto: A Warrior's Tale,1994,3.0
"Square, The (Al Midan)",2013,4.0
"Squid and the Whale, The",2005,4.0
"St. Francisville Experiment, The",2000,3.5
St. Trinian's,2007,3.125
St. Vincent,2014,3.875
Stag,1997,2.0
Stage Beauty,2004,4.25
Stake Land,2010,3.5
Stalingrad,1993,3.25
Stand Up Guys,2012,2.5
Stander,2003,4.0
Standing in the Shadows of Motown,2002,4.166666666666667
Stanley & Iris,1990,3.5
Stanley Kubrick: A Life in Pictures,2001,3.5
Star Kid,1997,1.0
"Star Maker, The (Uomo delle stelle, L')",1995,3.5
Star Maps,1997,5.0
Star Trek,2009,2.75
Star Trek Into Darkness,2013,2.9444444444444446
Star Trek VI: The Undiscovered Country,1991,2.888888888888889
Star Trek: First Contact,1996,3.1875
Star Trek: Generations,1994,2.888888888888889
Star Trek: Insurrection,1998,2.888888888888889
Star Trek: Nemesis,2002,2.75
Star Wars: Episode I - The Phantom Menace,1999,2.75
Star Wars: Episode II - Attack of the Clones,2002,2.75
Star Wars: Episode III - Revenge of the Sith,2005,2.75
Star Wars: The Clone Wars,2008,3.0
StarStruck,2010,2.5
Starbuck,2011,4.0
Stardust,2007,3.5
Stargate,1994,2.888888888888889
Stargate SG-1 Children of the Gods - Final Cut,2009,4.0
Stark Raving Mad,2002,3.0
Starred Up,2013,3.5
Starship Troopers,1997,2.75
Starship Troopers 2: Hero of the Federation,2004,0.75
Starsky & Hutch,2004,2.5625
Starter for 10,2006,4.25
Starting Out in the Evening,2007,5.0
Startup.com,2001,3.125
State and Main,2000,3.1875
State of Grace,1990,3.875
State of Play,2009,3.1666666666666665
"Statement, The",2003,3.0
"Station Agent, The",2003,4.0
Stay,2005,2.7
Stay Alive,2006,2.375
Stay Tuned,1992,2.625
Steak,2007,4.0
"Steal Big, Steal Little",1995,3.0
Stealing Beauty,1996,3.0
Stealing Harvard,2002,2.5
Stealth,2005,3.0
Steam: The Turkish Bath (Hamam),1997,3.5
Steamboy (Suchîmubôi),2004,3.6666666666666665
Steel,1997,0.75
"Stendhal Syndrome, The (Sindrome di Stendhal, La)",1996,3.25
Step Brothers,2008,2.9444444444444446
Step Into Liquid,2002,3.5
Step Up,2006,3.6
Step Up 2 the Streets,2008,2.25
Step Up 3D,2010,2.857142857142857
Step Up All In,2014,0.5
Step Up Revolution,2012,2.75
"Stepfather, The",2009,4.0
"Stepford Wives, The",2004,2.9444444444444446
Stephanie Daley,2006,2.5
Stepmom,1998,3.0625
Stevie,2002,4.0
Stick It,2006,2.75
"Sticky Fingers of Time, The",1997,3.5
Stigmata,1999,3.0
Still Alice,2014,4.0
Still Bill,2009,4.5
Still Breathing,1997,4.0
Still Crazy,1998,3.0
Still Walking (Aruitemo aruitemo),2008,3.8333333333333335
Stir of Echoes,1999,2.9444444444444446
Stockholm Stories,2014,4.5
Stoked: The Rise and Fall of Gator,2002,3.25
Stoker,2013,3.6
Stolen,2012,2.0
Stolen Summer,2002,2.5
Stomp the Yard,2007,3.0
Stone,2010,3.25
"Stone Angel, The",2007,3.5
Stone Cold,1991,1.75
Stone Reader,2002,4.5
Stonehearst Asylum,2014,2.75
Stonewall,1995,2.0
Stop! Or My Mom Will Shoot,1992,2.25
Stop-Loss,2008,2.25
Stories We Tell,2012,5.0
Stormbreaker (Alex Rider: Operation Stormbreaker),2006,3.6666666666666665
"Story of Film: An Odyssey, The",2011,2.0
"Story of Marie and Julien, The (Histoire de Marie et Julien)",2003,3.0
"Story of Qiu Ju, The (Qiu Ju da guan si)",1992,4.5
"Story of Us, The",1999,2.9166666666666665
"Story of Xinghua, The (Xinghua san yue tian)",1994,4.0
"Story of the Weeping Camel, The (Geschichte vom weinenden Kamel, Die)",2003,3.5
Storytelling,2001,3.0
Storyville,1992,0.5
"Straight Story, The",1999,3.75
Straight Talk,1992,2.8333333333333335
Stranded: I've Come from a Plane That Crashed on the Mountains,2007,4.0
Strange Days,1995,2.75
Strange Invaders,2002,4.0
Strange Magic,2015,3.25
Strange Wilderness,2008,3.1666666666666665
Strangeland,1998,2.5
Stranger by the Lake (L'inconnu du lac),2013,2.5
Stranger in the House,1997,2.0
Stranger than Fiction,2006,3.0
Strangers with Candy,2005,3.0
"Strangers, The",2008,3.3333333333333335
Stratosphere Girl,2004,2.5
Straw Dogs,2011,2.0
Strawberry and Chocolate (Fresa y chocolate),1993,4.0
"Strayed (égarés, Les)",2003,3.0
Street Fighter,1994,2.4375
Street Fighter: The Legend of Chun-Li,2009,3.0
Street Kings,2008,2.75
Stretch,2014,3.5
Strictly Ballroom,1992,3.1875
"Strike! (a.k.a. All I Wanna Do, The Hairy Bird)",1998,3.5
Striking Distance,1993,2.8125
Striptease,1996,2.5555555555555554
Struck by Lightning,2012,2.5
Stuart Little,1999,2.75
Stuart Little 2,2002,2.3333333333333335
Stuart Saves His Family,1995,3.0833333333333335
Stuart: A Life Backward,2007,5.0
Stuck,2007,3.5
Stuck in Love,2012,4.166666666666667
Stuck on You,2003,2.2
"Stupids, The",1996,2.357142857142857
SubUrbia,1997,2.25
Submarine,2010,3.75
Submarino,2010,3.6666666666666665
"Substitute, The",1996,3.0
Suburban Commando,1991,1.8333333333333333
Such a Long Journey,1998,3.5
Sucker Punch,2011,2.9285714285714284
Sudden Death,1995,3.0
Sue,1997,4.0
Sugar & Spice,2001,3.0
Suicide Club (Jisatsu saakuru),2001,3.3333333333333335
Suicide Kings,1997,3.25
Sukiyaki Western Django,2008,3.25
"Sum of All Fears, The",2002,3.1875
"Sum of Us, The",1994,4.0
Summer Catch,2001,2.3
"Summer Hours (Heure d'été, L')",2008,4.0
Summer Storm (Sommersturm),2004,3.5
Summer Wars (Samâ wôzu),2009,4.5
Summer of Sam,1999,3.0
"Sun, The (Solntse)",2005,2.5
"Sunset Limited, The",2011,3.375
Sunset Park,1996,3.0
Sunshine,2007,3.25
Sunshine,1999,4.0
Sunshine Cleaning,2008,3.5
Sunshine State,2002,3.0
Super,2010,4.0
Super 8,2011,3.5
Super High Me,2007,3.3333333333333335
Super Mario Bros.,1993,2.5555555555555554
Super Size Me,2004,2.75
Super Troopers,2001,3.25
"Super, The",1991,1.5
SuperBabies: Baby Geniuses 2,2004,1.1666666666666667
Superbad,2007,2.888888888888889
Supercondriaque,2014,3.0
Supercop (Police Story 3: Supercop) (Jing cha gu shi III: Chao ji jing cha),1992,3.3
Supercop 2 (Project S) (Chao ji ji hua),1993,1.875
Superhero Movie,2008,2.0
Superman Returns,2006,2.75
Supernova,2000,3.0
Superstar,1999,2.375
Surf Ninjas,1993,1.75
Surf's Up,2007,3.0
"Surfer, Dude",2008,3.5
Surfwise,2007,2.0
"Suriyothai (a.k.a. Legend of Suriyothai, The)",2001,3.0
Surrogates,2009,3.0
Surveillance,2008,3.5
Survival of the Dead,2009,2.0
Surviving Christmas,2004,3.3333333333333335
Surviving Picasso,1996,4.0
Surviving Progress,2011,4.5
Surviving the Game,1994,3.0
Suspect Zero,2004,3.0
Sut (Milk),2008,3.5
Suture,1993,5.0
"Swades: We, the People (Our Country)",2004,3.25
"Swan Princess, The",1994,2.75
Sweeney Todd,2006,3.1666666666666665
Sweeney Todd: The Demon Barber of Fleet Street,2007,2.75
"Sweet Hereafter, The",1997,3.2857142857142856
Sweet Home Alabama,2002,2.75
Sweet Land,2005,1.0
Sweet November,2001,2.3333333333333335
Sweet Sixteen,2002,3.75
Sweet and Lowdown,1999,3.125
"Sweetest Thing, The",2002,2.888888888888889
Swept Away,2002,2.1666666666666665
Swept from the Sea,1997,3.0
Swimfan,2002,2.0
Swimming Pool,2003,3.25
Swimming with Sharks,1995,2.857142857142857
Swing Kids,1993,3.5
Swingers,1996,3.5
"Switch, The",2010,3.5
Switchback,1997,3.0
Switching Goals,1999,2.25
Sword of Desperation (Hisshiken torisashi),2010,2.5
Sword of the Stranger (Sutorejia: Mukô hadan),2007,3.5
Swordfish,2001,3.25
Sydney (Hard Eight),1996,3.75
Sydney White,2007,3.5
Sylvia,2003,3.0
Symbol (Shinboru),2009,4.5
Symmetry (Symetria),2003,4.0
Sympathy for Mr. Vengeance (Boksuneun naui geot),2002,3.4
"Synecdoche, New York",2008,3.125
Synthetic Pleasures,1995,5.0
Syriana,2005,2.5
Syrup,2013,2.5
Séraphine,2008,3.0
T-Rex: Back to the Cretaceous,1998,1.0
TMNT (Teenage Mutant Ninja Turtles),2007,2.5833333333333335
TPB AFK: The Pirate Bay Away from Keyboard,2013,4.333333333333333
"TV Set, The",2006,3.0
Tabloid,2010,3.5
Tabu,2012,2.5
Tadpole,2002,3.25
Tae Guk Gi: The Brotherhood of War (Taegukgi hwinalrimyeo),2004,3.25
Tai Chi Zero,2012,3.0
"Tailor of Panama, The",2001,3.0
Take Care of My Cat (Goyangileul butaghae),2001,2.0
Take Me Home Tonight,2011,2.0
Take Shelter,2011,3.8
Take This Waltz,2011,4.166666666666667
Take the Lead,2006,3.0
Taken,2008,2.9444444444444446
Taken,2002,5.0
Taken 2,2012,3.0
Taken 3,2015,2.6875
Takers,2010,2.5
Takeshis',2005,4.0
Taking Lives,2004,2.75
Taking Woodstock,2009,4.0
"Taking of Pelham 1 2 3, The",2009,3.25
Takva: A Man's Fear of God,2006,2.5
Talaash,2012,3.5
"Tale of Despereaux, The",2008,2.9
"Tale of Ham and Passion, A (Jamón, Jamón)",1992,4.0
"Tale of Princess Kaguya, The (Kaguyahime no monogatari)",2013,3.5
"Tale of Two Sisters, A (Janghwa, Hongryeon)",2003,3.75
"Talented Mr. Ripley, The",1999,3.1875
Tales from Earthsea (Gedo Senki),2006,2.75
Tales from the Crypt Presents: Bordello of Blood,1996,2.7
Tales from the Crypt Presents: Demon Knight,1995,2.9166666666666665
Tales from the Darkside: The Movie,1990,2.875
Tales from the Hood,1995,2.7
Tales from the Script,2009,3.25
Talk to Her (Hable con Ella),2002,3.2142857142857144
Talk to Me,2007,3.5
"Tall Man, The",2012,2.0
Tall Tale,1995,3.5
Talladega Nights: The Ballad of Ricky Bobby,2006,2.75
Tamara Drewe,2010,4.0
Tammy,2014,3.25
Tangerines,2013,4.25
Tangled,2010,3.0
Tango,1998,4.5
"Tango Lesson, The",1997,3.5
Tank Girl,1995,2.5555555555555554
"Tao of Steve, The",2000,3.625
Tape,2001,3.357142857142857
Tarnation,2003,4.5
Tarzan,1999,2.75
Tarzan,2013,3.0
Tarzan and the Lost City,1998,3.5
Taste of Cherry (Ta'm e guilass),1997,3.2
"Taste of Others, The (Le goût des autres)",2000,3.0
Taxi,1998,4.0
Taxi,2004,2.8333333333333335
Taxi 2,2000,2.6
Taxi 3,2003,3.4166666666666665
Taxi 4,2007,3.8333333333333335
Taxi Blues,1990,5.0
Taxi to the Dark Side,2007,3.625
Taxidermia,2006,4.25
Tea with Mussolini,1999,3.5
Teacher's Pet,2004,3.5
Teaching Mrs. Tingle,1999,3.0
Team America: World Police,2004,2.75
Tears of the Sun,2003,3.5
Ted,2012,2.75
Teenage Caveman,2002,3.0
Teenage Mutant Ninja Turtles,2014,3.0833333333333335
Teenage Mutant Ninja Turtles,1990,2.75
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,1991,2.8125
Teenage Mutant Ninja Turtles III,1993,2.4375
Teenage Mutant Ninja Turtles: Turtles Forever,2009,4.0
Teeth,2007,2.75
Tekken,2010,2.5
